data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,delivery_time_hours,duplicate_flag,same_city
training,21:48.5,thanos::sroute:162f9a67-5ebe-4338-8450-1c6d57d2c7b1,FTL,trip-153703931640949341,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),12:22.2,33:44.4,2301,TRUE,396,17-09-2018 04:25,396.1200985,754,301,424.3113,2.504983389,80,17,22.7312,4.705882353,38.35615147,1,0
test,01:57.9,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153859331790696692,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),10:47.0,41:17.2,1290,TRUE,44,05-10-2018 02:44,44.03100444,65,52,54.1722,1.25,30,21,23.7472,1.428571429,21.50839031,1,0
test,52:49.6,thanos::sroute:1ed22bd7-4646-42b8-aba4-652beac30cba,Carting,trip-153835876956390652,IND828111AAA,Dhanbad_Jharia_DC (Jharkhand),IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),18:12.5,02:33.2,464,TRUE,9,01-10-2018 03:41,9.181824766,66,11,12.5492,6,66,11,12.5492,6,7.739081826,0,0
training,50:05.1,thanos::sroute:c094f55b-3c48-4ce4-b649-b99a4af2a99c,FTL,trip-153678900509800687,IND395023AAA,Surat_HUB (Gujarat),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),34:14.1,33:53.4,1679,TRUE,550,13-09-2018 22:28,550.858782,749,457,627.0662,1.638949672,32,20,29.1201,1.6,27.994254,1,0
training,10:55.5,thanos::sroute:49f6ef3a-a09b-4eb4-8166-0a846a1ec427,Carting,trip-153781265549152414,IND683511AAA,Aluva_Peedika_H (Kerala),IND680012AAA,Arimbur_Veluthur_D (Kerala),10:55.5,11:49.7,420,TRUE,9,25-09-2018 00:31,9.319926001,23,21,17.4994,1.095238095,23,21,17.4994,1.095238095,7.015053095,1,0
training,15:03.6,thanos::sroute:f0f4fdd9-43f8-43fb-926c-453bd3033181,Carting,trip-153739530361474633,IND273304AAA,Nichlaul_Wardno13_D (Uttar Pradesh),IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),28:44.0,46:46.9,678,TRUE,72,20-09-2018 04:11,72.29194741,164,63,88.4018,2.603174603,19,14,12.8911,1.357142857,11.30081484,1,0
training,47:38.7,thanos::sroute:48ca9e8a-d053-4d40-9a41-da9b774e77fd,FTL,trip-153745845868671459,IND248001AAA,Dehradun (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),24:47.0,04:21.9,579,TRUE,22,21-09-2018 22:03,22.59421862,60,32,33.9112,1.875,60,32,33.9112,1.875,9.659699099,1,0
training,45:52.9,thanos::sroute:bc7dbb1d-9379-4674-b8d3-f9c3b965bb38,FTL,trip-153727835293828936,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),45:52.9,03:44.6,2537,TRUE,1210,18-09-2018 20:29,1210.542577,2102,930,1316.5206,2.260215054,32,19,28.0122,1.684210526,42.29769071,1,0
training,36:17.6,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153750817756443103,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),36:17.6,10:00.4,3153,TRUE,440,23-09-2018 00:45,441.8729894,558,396,503.6359,1.409090909,28,22,29.5912,1.272727273,52.56190174,1,0
training,54:47.2,thanos::sroute:cb99eafd-7f09-408b-89f2-0cd3e265193f,FTL,trip-153728248716769530,IND302014AAA,Jaipur_Hub (Rajasthan),IND301001AAB,Alwar_Central_I_1 (Rajasthan),54:47.2,27:20.6,332,TRUE,88,18-09-2018 17:57,88.28715419,125,97,110.0455,1.288659794,29,22,29.1085,1.318181818,5.542623792,1,0
training,46:23.9,thanos::sroute:c094f55b-3c48-4ce4-b649-b99a4af2a99c,FTL,trip-153739718392333999,IND395023AAA,Surat_HUB (Gujarat),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),34:46.0,37:03.9,1862,TRUE,352,21-09-2018 05:02,352.588758,507,290,390.5913,1.748275862,38,21,30.0703,1.80952381,31.0382958,1,0
training,18:42.1,thanos::sroute:0c5d480a-35b8-4def-9ff6-698ae2357c18,Carting,trip-153760432207294019,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAB,Mumbai_Jogeshwri_L (Maharashtra),18:42.1,08:39.1,289,FALSE,22,22-09-2018 11:39,22.42705953,68,29,33.0747,2.344827586,14,4,4.0034,3.5,4.832512416,0,0
training,34:21.6,thanos::sroute:8b3f10bb-0273-41a2-87b2-856719c0226f,FTL,trip-153680606156286671,IND261201AAB,Biswan_PatelNGR_D (Uttar Pradesh),IND261001AAA,Sitapur_Chowk_D (Uttar Pradesh),10:09.7,28:40.2,138,FALSE,35,13-09-2018 08:29,35.50240019,118,32,37.193,3.6875,85,35,39.4443,2.428571429,2.3084693,1,0
training,29:57.4,thanos::sroute:01c323e7-754d-4464-b0c4-f2d377215061,FTL,trip-153721979736509556,IND176061AAA,Palampur_Cnsrvila_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),25:35.2,30:07.2,1144,TRUE,22,19-09-2018 08:54,22.18433828,25,28,22.991,0.892857143,25,28,22.991,0.892857143,19.07554383,0,0
test,56:32.7,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,FTL,trip-153818979265831542,IND821115AAB,Sasaram_Central_I_2 (Bihar),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),06:14.6,41:07.3,634,TRUE,418,29-09-2018 19:47,418.4364641,584,319,451.2196,1.830721003,29,21,29.0527,1.380952381,10.58130451,1,0
test,36:43.7,thanos::sroute:4a82dc91-6e1b-4d75-8b07-dba2aec1eb08,Carting,trip-153860620367990708,IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),50:23.1,39:43.9,349,TRUE,72,04-10-2018 02:56,72.26996763,152,66,89.9228,2.303030303,9,6,9.6353,1.5,5.822434903,1,0
training,38:08.7,thanos::sroute:e99132dc-bec8-4ca4-816d-b54238af1d24,FTL,trip-153738588869025418,IND518501AAA,Nandyal_SrnvsNgr_D (Andhra Pradesh),IND518124AAA,Bngnpalle_Enkndla_D (Andhra Pradesh),03:29.2,29:36.9,86,TRUE,22,20-09-2018 01:45,22.29415098,35,23,25.7729,1.52173913,35,23,25.7729,1.52173913,1.435455309,1,0
training,55:55.7,thanos::sroute:6d3a5b56-1723-4b19-a9ed-fd7d16fb889b,Carting,trip-153769295565471592,IND400072AAB,Mumbai Hub (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),55:55.7,57:08.5,541,TRUE,18,23-09-2018 09:43,18.07815511,94,21,24.3783,4.476190476,14,8,10.6144,1.75,9.020241816,0,0
test,39:19.7,thanos::sroute:f01c8bbd-655d-42ea-9abf-60d5040606ee,FTL,trip-153836155974167688,IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),IND821115AAB,Sasaram_Central_I_2 (Bihar),21:11.5,57:56.1,456,FALSE,265,01-10-2018 12:35,265.1389667,374,254,343.4247,1.472440945,3,0,1.001,-1,7.612400088,1,0
training,30:38.7,thanos::sroute:4029a8a2-6c74-4b7e-a6d8-f9e069fbcea9,FTL,trip-153694983868521936,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),41:31.7,53:49.3,3492,TRUE,1298,16-09-2018 00:54,1303.244452,2207,1224,1641.1569,1.803104575,24,51,72.8664,0.470588235,58.20488665,1,0
training,12:26.3,thanos::sroute:fb308c0f-ea3a-48ef-a6c3-47763412a90f,FTL,trip-153774794627006086,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),12:26.3,59:40.7,1007,TRUE,330,24-09-2018 06:49,343.0124194,607,299,418.3593,2.030100334,89,43,47.9087,2.069767442,16.78734266,1,0
training,11:28.6,thanos::sroute:9d2bd01b-a62f-4e36-8ac2-247e5fb38dca,FTL,trip-153739148863906819,IND788026AAC,Silchar_Sirikona_H (Assam),IND781018AAB,Guwahati_Hub (Assam),11:28.6,39:30.2,748,TRUE,44,20-09-2018 04:39,45.28423496,162,74,93.733,2.189189189,61,25,36.7053,2.44,12.46708711,0,0
test,12:59.3,thanos::sroute:96a80600-40e1-436b-9161-fa68f9e4b0d6,FTL,trip-153828437927977583,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),12:59.3,06:26.5,1673,TRUE,748,30-09-2018 12:32,748.1847543,1223,627,874.1097,1.950558214,71,22,32.035,3.227272727,27.8908971,1,0
training,32:18.7,thanos::sroute:79df6f66-f60f-4238-9b4c-11dd1b75531e,FTL,trip-153760873872085904,IND473331AAA,Ashokngr_Bypassrd_D (Madhya Pradesh),IND473226AAA,Guna_Raghogrh_D (Madhya Pradesh),42:29.0,56:01.4,2653,FALSE,54,22-09-2018 12:55,54.89256915,152,81,77.458,1.87654321,17,11,12.7194,1.545454545,44.22568385,1,0
test,42:16.9,thanos::sroute:465332cf-ee26-46f3-8cb2-0dc8e774ef84,FTL,trip-153800893689837553,IND000000ACT,Delhi_Gateway_HB (Delhi),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),30:15.9,21:25.8,471,TRUE,110,27-09-2018 10:31,110.0718758,139,84,117.8629,1.654761905,27,20,24.3492,1.35,7.852763698,1,0
training,45:09.4,thanos::sroute:5e1a601e-9afe-4e82-b378-f85a26e7c04a,FTL,trip-153703350941767479,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND302022AAD,Jaipur_RIICO_L (Rajasthan),45:09.4,27:31.8,402,TRUE,88,15-09-2018 22:10,89.10703709,128,73,102.259,1.753424658,24,17,24.229,1.411764706,6.706215179,1,0
training,09:17.4,thanos::sroute:ca2f1613-8062-4a7d-944a-252f40ee990e,Carting,trip-153699535744443619,IND201307AAA,Noida_Chukhndi_D (Uttar Pradesh),IND201301AAL,Dadri_ICDCant_D (Uttar Pradesh),05:23.1,17:11.4,71,FALSE,15,05:23.1,15.03490065,43,20,18.8275,2.15,9,6,5.7505,1.5,1.196768559,0,0
test,08:07.9,thanos::sroute:cb99eafd-7f09-408b-89f2-0cd3e265193f,FTL,trip-153849288788611737,IND303002AAA,Achrol_BgwriDPP_D (Rajasthan),IND302014AAA,Jaipur_Hub (Rajasthan),06:23.9,32:30.1,86,TRUE,22,03-10-2018 04:44,23.07046485,45,23,28.1051,1.956521739,45,23,28.1051,1.956521739,1.435050329,1,0
training,08:06.1,thanos::sroute:6b53909c-62c8-4c16-8ea1-c746855ffd99,FTL,trip-153756408612026425,IND847404AAB,Jhanjharpur_Nagar_D (Bihar),IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),55:20.3,21:53.6,686,TRUE,88,22-09-2018 06:31,88.46055495,609,72,102.8438,8.458333333,24,17,24.5733,1.411764706,11.44258003,1,0
training,09:43.3,thanos::sroute:0d8da6be-a96a-482d-847d-20e2103a3e5d,Carting,trip-153730498334250638,IND742223AAA,Jangipur_Central_D_1 (West Bengal),IND742226AAA,Sagardighi_UtBzrDPP_D (West Bengal),52:22.1,57:15.6,124,TRUE,27,52:22.1,27.48567201,115,47,47.3617,2.446808511,77,15,21.2797,5.133333333,2.081530667,1,0
test,38:23.1,thanos::sroute:162f9a67-5ebe-4338-8450-1c6d57d2c7b1,FTL,trip-153833270307965265,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),34:55.8,25:55.1,2510,TRUE,1276,01-10-2018 06:41,1276.171022,2006,998,1391.0982,2.01002004,78,22,20.3431,3.545454545,41.84978365,1,0
training,10:30.2,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153695223021009552,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),10:30.2,10:39.5,720,TRUE,220,15-09-2018 00:35,220.8940686,381,201,256.686,1.895522388,25,20,25.0519,1.25,12.00258448,1,0
training,32:27.5,thanos::sroute:2d2cdf5e-6ea1-4525-833e-cae6a1aad24b,Carting,trip-153715154747304889,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND110064AAA,Delhi_Mayapuri_PC (Delhi),32:27.5,32:59.5,300,TRUE,36,17-09-2018 04:50,36.27299188,156,44,42.0503,3.545454545,38,20,21.5225,1.9,5.008887522,1,0
training,01:12.1,thanos::sroute:dca6268f-741a-4d1a-b1b0-aab13095a366,FTL,trip-153785527205904680,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),01:12.1,53:01.9,2811,TRUE,836,26-09-2018 09:45,836.4865017,1143,764,990.4766,1.496073298,19,16,23.906,1.1875,46.86384189,1,0
training,19:58.0,thanos::sroute:67c77992-49e3-4594-9a75-9861ef082a00,FTL,trip-153756479796679502,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND131028AAB,Sonipat_Kundli_H (Haryana),19:58.0,42:32.9,2362,TRUE,770,22-09-2018 13:30,771.257196,1372,711,973.1441,1.929676512,39,22,23.874,1.772727273,39.37636373,1,0
test,41:41.0,thanos::sroute:412fea14-6d1f-4222-8a5f-a5170425649b,FTL,trip-153818890098719210,IND583101AAA,Bellary_Dc (Karnataka),IND583201AAA,Hospet (Karnataka),41:41.0,59:37.5,137,TRUE,22,29-09-2018 04:20,22.27101752,38,18,25.7151,2.111111111,38,18,25.7151,2.111111111,2.299019243,0,0
training,14:06.4,thanos::sroute:b477304b-9c16-43f9-8231-14c9a0c55f4a,FTL,trip-153682644642958160,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND110037AAM,Delhi_Airport_H (Delhi),14:06.4,14:51.8,960,TRUE,176,13-09-2018 15:31,176.0021567,509,174,229.1249,2.925287356,214,22,31.7946,9.727272727,16.01259599,0,0
training,33:13.1,thanos::sroute:a4bf93af-8105-4dff-818e-cb79ddd69761,FTL,trip-153689959309994250,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),33:13.1,20:36.9,2867,TRUE,352,15-09-2018 12:21,353.0270852,643,315,424.5063,2.041269841,44,23,35.2613,1.913043478,47.78995644,1,0
training,48:25.4,thanos::sroute:eb3db1d7-ad21-4411-af92-e639e315c118,Carting,trip-153753410540194377,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),48:25.4,12:15.6,323,TRUE,36,21-09-2018 16:55,36.50345672,76,60,59.2327,1.266666667,22,11,8.869,2,5.39728782,1,0
training,42:17.1,thanos::sroute:824ae884-8323-4beb-b955-27c6772f0139,FTL,trip-153707293708383893,IND854326AAB,Purnia_Central_H_2 (Bihar),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),22:46.5,37:38.4,1994,TRUE,880,18-09-2018 01:33,883.3701987,1624,754,1017.3798,2.153846154,107,25,35.4006,4.28,33.24774231,1,0
training,36:43.3,thanos::sroute:396d96a3-e2f8-4c40-af0e-056e11f57761,FTL,trip-153715900333761938,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND110037AAM,Delhi_Airport_H (Delhi),36:43.3,50:52.4,2354,TRUE,66,18-09-2018 14:22,66.46432048,256,71,81.5691,3.605633803,30,21,23.2499,1.428571429,39.2358477,1,0
training,00:18.5,thanos::sroute:061cbd67-f34d-4ccd-b81d-557b8bd7e50f,FTL,trip-153703801850704548,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),32:07.9,53:00.2,1400,TRUE,110,16-09-2018 18:04,111.9374211,152,126,136.8453,1.206349206,28,26,28.5062,1.076923077,23.34785823,1,0
training,54:37.0,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153703407702224208,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),54:37.0,53:33.1,3358,TRUE,1188,16-09-2018 11:47,1190.693645,2249,1091,1452.6615,2.061411549,28,24,34.6795,1.166666667,55.98225393,1,0
training,09:06.3,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153763974626936261,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),09:06.3,47:26.7,3038,TRUE,528,24-09-2018 07:21,549.0712892,799,482,623.8151,1.657676349,49,30,40.2309,1.633333333,50.63899813,1,0
test,16:21.6,thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,FTL,trip-153822698155152778,IND562132AAC,Bengaluru_Nelmngla_L (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),48:48.0,09:19.3,3140,TRUE,1584,30-09-2018 02:54,1585.394394,2525,1474,2006.3788,1.71302578,20,22,25.0737,0.909090909,52.342047,1,0
test,44:23.5,thanos::sroute:bcce7b68-e962-4a29-af24-167e3e926d04,FTL,trip-153817106345453699,IND781018AAB,Guwahati_Hub (Assam),IND110037AAM,Delhi_Airport_H (Delhi),44:23.5,32:40.4,3528,TRUE,1100,29-09-2018 14:41,1101.806313,2490,982,1344.281,2.535641548,77,38,54.437,2.026315789,58.80471061,1,0
test,16:50.8,thanos::sroute:8650d5af-3211-4485-a9d8-b6c24cac36e8,Carting,trip-153818021084766069,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),16:50.8,10:42.0,113,FALSE,17,29-09-2018 00:59,17.24803931,70,25,28.7907,2.8,48,14,15.8797,3.428571429,1.897532191,0,0
training,49:15.0,thanos::sroute:8a7e68b3-2a05-489f-85a1-5ccfbf63ac86,FTL,trip-153723175498329456,IND723130AAA,Hura_Central_D_1 (West Bengal),IND723101AAA,Purulia_GariDPP_D (West Bengal),53:50.5,42:32.5,108,FALSE,27,18-09-2018 07:23,27.51915541,69,21,30.2897,3.285714286,39,3,4.76,13,1.811657223,0,0
training,53:45.5,thanos::sroute:adfe08d8-90c1-4170-aea7-04ce5691b435,FTL,trip-153757762551136005,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),25:08.6,26:51.2,421,TRUE,110,22-09-2018 22:53,110.6418053,124,81,114.7299,1.530864198,22,16,23.0184,1.375,7.028505213,1,0
test,57:36.5,thanos::sroute:64d4c6c9-ffb9-4794-b9f1-05f064c9dd0d,FTL,trip-153827265654297232,IND110037AAM,Delhi_Airport_H (Delhi),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),57:36.5,14:24.3,2296,TRUE,748,30-09-2018 17:48,749.5033008,1313,684,899.5929,1.919590643,76,20,28.7205,3.8,38.27994213,1,0
training,50:03.3,thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,FTL,trip-153753420328505667,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),50:03.3,58:57.3,3128,TRUE,1078,22-09-2018 09:11,1078.754009,1893,1054,1451.6895,1.79601518,25,18,27.3251,1.388888889,52.14832791,1,0
training,00:23.3,thanos::sroute:e8223c15-c8c5-4de8-89e1-a748a0ab38a6,Carting,trip-153774002326226214,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),00:23.3,19:49.7,139,TRUE,18,23-09-2018 23:45,18.74270485,27,24,24.899,1.125,9,8,9.32,1.125,2.324020006,0,0
training,32:22.0,thanos::sroute:0f0eca7d-26f1-4397-9673-7e2052ca605e,FTL,trip-153704354202690160,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND389001AAA,Godhra_DC (Gujarat),32:22.0,04:47.1,392,TRUE,88,16-09-2018 01:02,88.72476199,118,75,103.798,1.573333333,32,16,23.5909,2,6.540289756,1,0
test,26:22.0,thanos::sroute:69633991-6513-4476-9b36-99f82c3bd929,FTL,trip-153806558204856553,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND444005AAB,Akola_Gaurkshn_I (Maharashtra),26:22.0,34:22.6,1268,FALSE,447,27-09-2018 22:47,447.6217028,882,393,549.4856,2.244274809,12,5,6.6858,2.4,21.13348983,1,0
training,14:20.0,thanos::sroute:2c33e360-7e52-4d2c-a9db-fe24996829c7,FTL,trip-153745285998387817,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),14:20.0,46:03.7,2791,TRUE,132,22-09-2018 07:14,133.168916,289,114,152.6789,2.535087719,32,22,28.8561,1.454545455,46.52879748,1,0
test,55:19.8,thanos::sroute:7af51efd-ae4d-49bc-9b68-345abe68ace5,FTL,trip-153813931982659430,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),55:19.8,31:22.8,3036,TRUE,1232,29-09-2018 06:35,1232.318912,1973,1188,1656.7598,1.660774411,21,16,26.7547,1.3125,50.60082894,1,0
training,54:47.8,thanos::sroute:a23f7a1b-1d7b-4a98-8843-e421edf4b720,Carting,trip-153731848777138854,IND411014AAA,PNQ Vadgaon Sheri DPC (Maharashtra),IND411048AAA,Pune_East_D_8 (Maharashtra),54:47.8,43:52.9,109,TRUE,9,19-09-2018 01:15,9.08384093,45,15,14.3863,3,45,15,14.3863,3,1.818089371,1,0
training,40:18.8,thanos::sroute:e2f5faaa-455a-494b-a501-549c3e3081ec,FTL,trip-153693601882720193,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),17:05.3,02:02.7,2144,TRUE,638,15-09-2018 13:26,638.2082043,1137,588,763.0681,1.933673469,28,16,23.6279,1.75,35.74927588,1,0
test,55:30.0,thanos::sroute:6be6529b-f2ad-4714-b7ab-ac58f24711da,FTL,trip-153854253003897121,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),55:30.0,15:01.1,3259,TRUE,308,05-10-2018 03:01,308.2017904,478,258,361.6548,1.852713178,32,19,26.4962,1.684210526,54.32529908,1,0
training,37:30.5,thanos::sroute:96e4a2e1-d00d-4f31-b979-ca97c4420731,Carting,trip-153713745046997562,IND700053AAA,CCU_New Alipore_DPC (West Bengal),IND743513AAA,Fatepur_NH117_D (West Bengal),37:30.5,13:01.0,155,TRUE,9,16-09-2018 23:43,9.896326074,12,7,10.7706,1.714285714,12,7,10.7706,1.714285714,2.591811299,0,0
training,50:05.1,thanos::sroute:c094f55b-3c48-4ce4-b649-b99a4af2a99c,FTL,trip-153678900509800687,IND395023AAA,Surat_HUB (Gujarat),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),34:14.1,33:53.4,1679,TRUE,682,13-09-2018 19:26,683.8570637,931,573,790.7809,1.62478185,27,21,24.2232,1.285714286,27.994254,1,0
test,00:59.8,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153825125980428270,IND533003AAA,Kakinada_DC (Andhra Pradesh),IND533401AAA,Tuni_Eaglvari_D (Andhra Pradesh),19:19.5,07:47.2,108,TRUE,44,30-09-2018 01:56,44.65736707,68,40,52.9254,1.7,39,20,27.4733,1.95,1.807705489,1,0
training,18:06.9,thanos::sroute:e911e081-3350-4a27-b5af-961d893c966c,Carting,trip-153721909317015200,IND691001AAB,Kollam_Central_H_1 (Kerala),IND691506AAA,Kottarakkara_Amankovl_D (Kerala),18:06.9,25:06.3,186,TRUE,18,17-09-2018 23:51,18.0548598,32,21,19.6097,1.523809524,17,9,9.1911,1.888888889,3.116497393,0,0
test,53:19.0,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153807079902768822,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),53:19.0,13:44.4,3020,TRUE,1012,28-09-2018 16:29,1014.378483,1658,922,1210.6976,1.798264642,23,21,28.1649,1.095238095,50.34037268,1,0
training,53:19.8,thanos::sroute:4392d930-ea5e-44de-aac8-df06da04a226,FTL,trip-153709159977109492,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND143001AAA,Amritsar_DPC (Punjab),53:19.8,38:51.6,705,FALSE,224,16-09-2018 15:50,224.5118043,341,176,245.9249,1.9375,6,3,4.2789,2,11.75883402,0,0
training,01:32.8,thanos::sroute:f993c5f3-f63a-47e2-bed7-d2d8634bbf42,FTL,trip-153765369275140602,IND332001AAB,Sikar_FatehpRd_I (Rajasthan),IND333031AAA,Pilani (Rajasthan),01:32.8,02:42.3,301,FALSE,93,22-09-2018 22:33,93.42854317,252,94,108.9103,2.680851064,6,4,4.1009,1.5,5.019307439,0,0
training,32:58.4,thanos::sroute:ef37b77a-7e44-47ec-8738-c3300ebe8cdd,Carting,trip-153758717844389461,IND396321AAA,Bilimora_DC (Gujarat),IND396580AAB,Vansda_CikhliRD_D (Gujarat),32:58.4,45:52.4,72,TRUE,9,22-09-2018 04:28,10.49982269,13,8,11.7822,1.625,13,8,11.7822,1.625,1.214995209,0,0
training,52:27.4,thanos::sroute:9e13f8b8-837d-4541-8c0e-4475cfafc0bf,Carting,trip-153722834736048396,IND630561AAA,Sivaganga_Wardno3_D (Tamil Nadu),IND623407AAA,Thiruvadanai_RamnadRD_D (Tamil Nadu),52:27.4,44:41.2,112,TRUE,27,18-09-2018 00:59,27.55191655,38,20,29.6459,1.9,12,6,9.6553,2,1.870522969,1,0
training,50:27.5,thanos::sroute:4d5c8dc5-b60e-4450-a4fe-c83bd859405f,Carting,trip-153778982749546543,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),50:27.5,46:48.8,296,TRUE,9,24-09-2018 15:57,9.525168047,47,16,12.3942,2.9375,47,16,12.3942,2.9375,4.93923634,0,0
test,04:31.7,thanos::sroute:ed5b80be-7abf-424d-b8cd-d81556a74220,FTL,trip-153859707172284836,IND305901AAA,Beawar_DC (Rajasthan),IND342602AAC,Bilara_Central_DPP_2 (Rajasthan),55:17.8,13:29.5,258,TRUE,44,04-10-2018 00:47,44.18051376,138,35,50.5657,3.942857143,69,17,18.4918,4.058823529,4.30322609,1,0
training,36:49.4,thanos::sroute:be3ff999-4748-4191-a0a3-607911578667,FTL,trip-153750100936595666,IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),18:11.7,31:08.3,252,TRUE,44,21-09-2018 12:25,45.85175573,81,45,61.451,1.8,32,37,52.7634,0.864864865,4.215714919,0,0
